departamento,municipio,validos,blancos,nulos,emitidos,inscritos,sigla
SANTA CRUZ,PORONGO,158,7.000000000000001,9.000000000000002,174,434,MAS_IPSP
SANTA CRUZ,PORTACHUELO,283,19,32,334.00000000000006,949.0000000000001,MAS_IPSP
SANTA CRUZ,POSTRERVALLE,18,1,6,25,134,MAS_IPSP
SANTA CRUZ,PUCARÁ,35,2,0,37,63,MAS_IPSP
SANTA CRUZ,PUERTO QUIJARRO,366,20,33,419,1230,MAS_IPSP
SANTA CRUZ,PUERTO SUAREZ,222,15,13.000000000000002,249.99999999999994,775,MAS_IPSP
SANTA CRUZ,QUIRUSILLAS,68,1,5,74,207,MAS_IPSP
SANTA CRUZ,ROBORÉ,123.99999999999999,8,5.999999999999999,138,617,MAS_IPSP
SANTA CRUZ,SAIPINA,447,30.999999999999996,35.00000000000001,513,910,MAS_IPSP
SANTA CRUZ,SAMAIPATA,467.00000000000006,32,57,556,1175,MAS_IPSP
SANTA CRUZ,SAN ANTONIO DE LOMERIO,521,8,8,537,770,MAS_IPSP
SANTA CRUZ,SAN CARLOS,1404,47,75,1526,2466.0000000000005,MAS_IPSP
SANTA CRUZ,SAN IGNACIO,805,47,38.99999999999999,891,2319,MAS_IPSP
SANTA CRUZ,SAN JAVIER,421,35,18.999999999999996,475,943.0000000000001,MAS_IPSP
SANTA CRUZ,SAN JOSÉ,154,16,9,178.99999999999997,1128.0000000000002,MAS_IPSP
SANTA CRUZ,SAN JUAN,397,17,18,432,764,MAS_IPSP
SANTA CRUZ,SAN JULIAN,3650,107.00000000000001,349.99999999999994,4106.999999999998,7436.000000000001,MAS_IPSP
SANTA CRUZ,SAN MATÍAS,263.99999999999994,26.999999999999996,43,334.00000000000006,989,MAS_IPSP
SANTA CRUZ,SAN MIGUEL,876,28,129,1033,1680.9999999999998,MAS_IPSP
SANTA CRUZ,SAN PEDRO,1393.0000000000002,59,42,1494,2586.0000000000005,MAS_IPSP
SANTA CRUZ,SAN RAFAEL,83,8,2,93,281,MAS_IPSP
SANTA CRUZ,SAN RAMÓN,367,14.000000000000004,34,415.00000000000006,697,MAS_IPSP
SANTA CRUZ,SANTA CRUZ DE LA SIERRA,15920.999999999996,625.9999999999995,1799.0000000000011,18346,64780.00000000004,MAS_IPSP
SANTA CRUZ,SANTA ROSA,1229,50.99999999999999,90,1370,2559,MAS_IPSP
SANTA CRUZ,TRIGAL,97,2,2,101,170,MAS_IPSP
SANTA CRUZ,URUBICHÁ,122,11,16,149,457,MAS_IPSP
SANTA CRUZ,VALLEGRANDE,344,15.999999999999998,29,389,1008,MAS_IPSP
SANTA CRUZ,WARNES,3902,205.99999999999997,273.0000000000001,4381.000000000002,10754.000000000002,MAS_IPSP
SANTA CRUZ,YAPACANÍ,3875.0000000000005,114.99999999999997,240.00000000000006,4230,7602.999999999997,MAS_IPSP
TARIJA,BERMEJO,1557,108,112,1777.0000000000002,4753,MAS_IPSP
TARIJA,CARAPARI,1147,98,69,1313.9999999999998,3329,MAS_IPSP
TARIJA,EL PUENTE,737,52,37.99999999999999,827,1862.0000000000002,MAS_IPSP
TARIJA,ENTRE RIOS,982.9999999999998,62.000000000000014,48.000000000000014,1092.9999999999998,2572.9999999999995,MAS_IPSP
TARIJA,PADCAYA,1031,70,56.99999999999999,1157.9999999999998,2781.9999999999995,MAS_IPSP
TARIJA,SAN LORENZO,771,72.99999999999999,78,921.9999999999999,2504,MAS_IPSP
TARIJA,TARIJA,4339.000000000001,294.00000000000017,361.9999999999999,4995.000000000001,17960,MAS_IPSP
TARIJA,URIONDO (CONCEPCIÓN),1052,107.99999999999999,101.99999999999999,1262.0000000000002,2738.9999999999995,MAS_IPSP
TARIJA,VILLA MONTES,1625,102.99999999999997,61.00000000000001,1788.9999999999998,5238,MAS_IPSP
TARIJA,YACUIBA,3996.999999999999,217.00000000000003,301.9999999999999,4515.999999999999,12791.999999999998,MAS_IPSP
TARIJA,YUNCHARA,427,25.000000000000004,16,468,793,MAS_IPSP
BENI,GUAYARAMERÍN,0,0,0,0,10,FPV
BENI,MAGDALENA,0,0,0,0,2,FPV
BENI,PUERTO MENOR DE RURRENABAQUE,0,0,0,0,22,FPV
BENI,REYES,0,0,0,0,2,FPV
BENI,RIBERALTA,0,0,1,1,33.00000000000001,FPV
BENI,SAN ANDRÉS,0,0,0,0,13,FPV
BENI,SAN BORJA,2,1,0,3,22.000000000000004,FPV
BENI,SAN IGNACIO,0,0,0,0,2,FPV
BENI,SAN JAVIER,0,0,0,0,2,FPV
BENI,SAN JOAQUÍN,1,0,0,1,1,FPV
BENI,SANTA ANA,0,0,0,0,1,FPV
BENI,SANTA ROSA,0,0,0,0,4,FPV
BENI,TRINIDAD,1.0000000000000002,0,0,1.0000000000000002,22,FPV
CHUQUISACA,ALCALÁ,0,0,0,0,35,FPV
CHUQUISACA,AZURDUY,2,1,1,4,71.99999999999999,FPV
CHUQUISACA,CAMARGO,3,0,3,6,129,FPV
CHUQUISACA,CULPINA,1.0000000000000002,0,0,1.0000000000000002,80,FPV
CHUQUISACA,EL VILLAR,1,0,0,1,16,FPV
CHUQUISACA,HUACARETA,4.000000000000001,0,0,4.000000000000001,57.99999999999999,FPV
CHUQUISACA,HUACAYA,0,0,0,0,5,FPV
CHUQUISACA,INCAHUASI,2.0000000000000004,1.0000000000000002,0,3,20,FPV
CHUQUISACA,LAS CARRERAS,5,5,0,10,65,FPV
CHUQUISACA,MACHARETI,1,0,0,1,10,FPV
CHUQUISACA,MOJOCOYA,0,0,0,0,2,FPV
CHUQUISACA,MONTEAGUDO,7.000000000000001,0,2.0000000000000004,9,194.00000000000006,FPV
CHUQUISACA,PADILLA,5,0,0,5,84.99999999999999,FPV
CHUQUISACA,POROMA,0,0,0,0,2,FPV
CHUQUISACA,PRESTO,1,0,0,1,2,FPV
CHUQUISACA,SAN LUCAS,5,0,1,6,84,FPV
CHUQUISACA,SOPACHUI,2,0,0,2,33,FPV
CHUQUISACA,SUCRE,6.000000000000001,3.0000000000000004,3.0000000000000004,12.000000000000005,345.99999999999966,FPV
CHUQUISACA,TARABUCO,1.0000000000000002,0,0,1.0000000000000002,60,FPV
CHUQUISACA,TARVITA,5,0.9999999999999999,6,12.000000000000002,219,FPV
CHUQUISACA,TOMINA,1,0,0,1,26,FPV
CHUQUISACA,VILLA ABECIA,2,0,0,2,41,FPV
CHUQUISACA,VILLA CHARCAS,0,0,1,1,24,FPV
CHUQUISACA,VILLA RICARDO MUGICA - ICLA,0,0,0,0,18,FPV
CHUQUISACA,VILLA SERRANO,1,0,0,1,7,FPV
CHUQUISACA,VILLA VACA GUZMÁN,0,1,0,1,7,FPV
CHUQUISACA,YAMPARAEZ,2.0000000000000004,1.0000000000000002,0,3,41,FPV
CHUQUISACA,YOTALA,0,0,0,0,3,FPV
CHUQUISACA,ZUDAÑEZ,0,0,0,0,3,FPV
COCHABAMBA,AIQUILE,24.000000000000004,26.999999999999996,8,58.999999999999986,983.0000000000001,FPV
COCHABAMBA,ANZALDO,5.000000000000001,5,3,13,118.99999999999999,FPV
COCHABAMBA,ARANI,0,0,0,0,1,FPV
COCHABAMBA,ARBIETO,6,5,1.0000000000000002,12,134,FPV
COCHABAMBA,ARQUE,9,0,4,12.999999999999998,103,FPV
COCHABAMBA,AYOPAYA (VILLA INDEPENDENCIA),0,0,1,1,7,FPV
COCHABAMBA,CAPINOTA,0,0,0,0,5,FPV
COCHABAMBA,CHIMORE,0,0,0,0,8,FPV
COCHABAMBA,CLIZA,1,0,2.0000000000000004,3,36,FPV
COCHABAMBA,COCAPATA,0,0,0,0,6,FPV
COCHABAMBA,COCHABAMBA,20.000000000000007,4.000000000000003,4.000000000000003,28,730.9999999999998,FPV
COCHABAMBA,COLCAPIRHUA,0.9999999999999999,0,0.9999999999999999,1.9999999999999998,48,FPV
COCHABAMBA,COLOMI,0,0,1.0000000000000002,1.0000000000000002,7,FPV
COCHABAMBA,ENTRE RIOS,2,0,1,3.0000000000000004,14,FPV
COCHABAMBA,MIZQUE,0,0,0,0,14,FPV
COCHABAMBA,MOROCHATA,0,0,1,1,1,FPV
COCHABAMBA,OMEREQUE,2,0,1,3,130.99999999999997,FPV
COCHABAMBA,PASORAPA,0,0,0,0,108,FPV
COCHABAMBA,POJO,0,0,0,0,1,FPV
COCHABAMBA,PUERTO VILLARROEL,1,0,0,1,24.000000000000007,FPV
COCHABAMBA,PUNATA,0,0,0,0,10,FPV
COCHABAMBA,QUILLACOLLO,0,1,0,1,136.00000000000003,FPV
COCHABAMBA,RAQAYPAMPA,3,0,0,3,10,FPV
COCHABAMBA,SACABA,4,4.999999999999998,1,10,183.99999999999997,FPV
COCHABAMBA,SACABAMBA,6,2,0,8,56,FPV
COCHABAMBA,SAN BENITO (VILLA JOSÉ QUINTIN MENDOZA),0,0,0,0,8,FPV
COCHABAMBA,SANTIVAÑEZ,1,1,1,3,6,FPV
COCHABAMBA,SHINAHOTA,1.0000000000000002,0,1.0000000000000002,2.0000000000000004,12.000000000000002,FPV
COCHABAMBA,SIPESIPE,1,0,0,1,35,FPV
COCHABAMBA,TACOPAYA,18,7,1.9999999999999998,27,217,FPV
COCHABAMBA,TAPACARI,1.0000000000000002,0,2,3,23.000000000000004,FPV
COCHABAMBA,TARATA,18,7.999999999999999,9,35,219,FPV
COCHABAMBA,TIQUIPAYA,0,1,0,1,63.00000000000001,FPV
COCHABAMBA,TIRAQUE,0,0,0,0,1,FPV
COCHABAMBA,TOCO,0,0,0,0,9,FPV
COCHABAMBA,TOLATA,0,0,0,0,14,FPV
COCHABAMBA,TOTORA,0,0,0,0,6,FPV
COCHABAMBA,VILA VILA,0,0,1,1,3,FPV
COCHABAMBA,VILLA GUALBERTO VILLARROEL,0,0,0,0,1,FPV
COCHABAMBA,VILLA RIVERO,0,0,0,0,3,FPV
COCHABAMBA,VILLA TUNARI,3,1,1.0000000000000004,5,45.000000000000014,FPV
COCHABAMBA,VINTO,2,0,0,2,59.999999999999986,FPV
LA PAZ,ACHACACHI,1,0,0,1,6.999999999999999,FPV
LA PAZ,ACHOCALLA,0,0,0,0,44,FPV
LA PAZ,ALTO BENI,1.0000000000000002,0,1.0000000000000002,2.0000000000000004,40,FPV
LA PAZ,APOLO,17.000000000000004,5.999999999999999,2,25,740,FPV
LA PAZ,AUCAPATA,4,1,4,9,42,FPV
LA PAZ,AYATA,13,4,6,23,129,FPV
LA PAZ,AYO AYO,8,4,2,13.999999999999998,73,FPV
LA PAZ,BATALLAS,1,0,1,2,11,FPV
LA PAZ,CAIROMA,17,1,15,33,316,FPV
LA PAZ,CAJUATA,7,9,4,20,146,FPV
LA PAZ,CALACOTO,0,0,0,0,30,FPV
LA PAZ,CALAMARCA,18,3.0000000000000004,1,22,83.99999999999999,FPV
LA PAZ,CAQUIAVIRI,0,0,1,1,75,FPV
LA PAZ,CARANAVI,3.000000000000001,1,0,4.000000000000001,183,FPV
LA PAZ,CATACORA,1,0,0,1,56,FPV
LA PAZ,CHACARILLA,6,1,5,12,42,FPV
LA PAZ,CHARAÑA,0,0,0,0,24,FPV
LA PAZ,CHARAZANI,5,1.0000000000000002,1.0000000000000002,7,74.99999999999999,FPV
LA PAZ,CHULUMANI,4,3,8,15.000000000000002,341,FPV
LA PAZ,CHUMA,7.999999999999999,3,0.9999999999999999,12.000000000000002,126,FPV
LA PAZ,COLLANA,0,1,0,1,5,FPV
LA PAZ,COLQUENCHA,1,1,1,3,33,FPV
LA PAZ,COLQUIRI,16,19,7.999999999999999,43,196,FPV
LA PAZ,COMANCHE,2,0,0,2,19,FPV
LA PAZ,COPACABANA,5,3.0000000000000004,1.9999999999999998,10,217.99999999999997,FPV
LA PAZ,CORIPATA,0,0,1.0000000000000002,1.0000000000000002,26,FPV
LA PAZ,COROCORO,2,1.0000000000000002,1.0000000000000002,4,65,FPV
LA PAZ,COROICO,2.0000000000000004,0,0,2.0000000000000004,25.999999999999996,FPV
LA PAZ,CURVA,0,0,1,1,15,FPV
LA PAZ,DESAGUADERO,0,0,0,0,1,FPV
LA PAZ,EL ALTO,29.999999999999996,14.000000000000016,25.000000000000018,69,1052,FPV
LA PAZ,ESCOMA,0,0,0,0,3,FPV
LA PAZ,GUANAY,1,1,0,2,19,FPV
LA PAZ,HUARINA,0,0,0,0,3,FPV
LA PAZ,HUATAJATA,0,0,0,0,2,FPV
LA PAZ,HUMANATA,1,0,0,1,6,FPV
LA PAZ,ICHOCA,9,9,3,21,76,FPV
LA PAZ,INQUISIVI,22,18,3.000000000000001,43,447,FPV
LA PAZ,IRUPANA,9,2,5.999999999999999,17,273,FPV
LA PAZ,IXIAMAS,3,1,0,4,50,FPV
LA PAZ,JESÚS DE MACHAKA,0,0,0,0,3,FPV
LA PAZ,LA ASUNTA,7,0.9999999999999998,6.999999999999999,15,544,FPV
LA PAZ,LAJA,1,0,0,1,12,FPV
LA PAZ,LURIBAY,18.000000000000004,3,1,22.000000000000004,233,FPV
LA PAZ,MALLA,1,2,0,3,73,FPV
LA PAZ,MAPIRI,1,0,1,2,20,FPV
LA PAZ,MECAPACA,1,1,0,2,9,FPV
LA PAZ,MOCOMOCO,1,0,0,1,10,FPV
LA PAZ,NAZACARA DE PACAJES,1,0,0,1,2,FPV
LA PAZ,NUESTRA SEÑORA DE LA PAZ,9.000000000000004,2,6,17.000000000000007,350.0000000000001,FPV
LA PAZ,PALCA,0,0,0,0,2,FPV
LA PAZ,PALOS BLANCOS,12.999999999999996,5.000000000000001,11.000000000000002,29.000000000000007,397,FPV
LA PAZ,PAPEL PAMPA,6,4.000000000000001,1.0000000000000002,11,156,FPV
LA PAZ,PATACAMAYA,10,2,2.9999999999999996,15,187.99999999999997,FPV
LA PAZ,PELECHUCO,33,5,12,50,455.00000000000006,FPV
LA PAZ,PUCARANI,1,0,0,1,10,FPV
LA PAZ,PUERTO ACOSTA,2,0,1,3,12,FPV
LA PAZ,PUERTO MAYOR DE CARABUCO,1,0,0,1,13,FPV
LA PAZ,PUERTO PEREZ,0,0,0,0,1,FPV
LA PAZ,QUIABAYA,0,0,0,0,1,FPV
LA PAZ,QUIME,2,1,1,4,79,FPV
LA PAZ,SAN BUENAVENTURA,2,2,1,5,114,FPV
LA PAZ,SAN PEDRO DE CURAHUARA,9,3,22.000000000000004,34,153,FPV
LA PAZ,SAN PEDRO DE TIQUINA,2,0,3,5,59,FPV
LA PAZ,SANTIAGO DE CALLAPA,1,0,0,1,25,FPV
LA PAZ,SANTIAGO DE HUATA,0,0,0,0,3,FPV
LA PAZ,SANTIAGO DE MACHACA,1,1,6,8,204,FPV
LA PAZ,SAPAHAQUI,10,9,9,27.999999999999993,334,FPV
LA PAZ,SICASICA,2,7,1.0000000000000002,10,149,FPV
LA PAZ,SORATA,0,0,0,0,6,FPV
LA PAZ,TACACOMA,0,0,0,0,6,FPV
LA PAZ,TARACO,0,0,0,0,1,FPV
LA PAZ,TEOPONTE,1,0,0,1,10,FPV
LA PAZ,TIPUANI,0,0,0,0,4,FPV
LA PAZ,TITO YUPANQUI,2,0,0,2,14,FPV
LA PAZ,UMALA,12.000000000000002,3.0000000000000004,0,15.000000000000002,71,FPV
LA PAZ,VIACHA,4.000000000000001,1,2.0000000000000004,7.000000000000001,131,FPV
LA PAZ,VILLA ANCORAIMES,0,0,0,0,1,FPV
LA PAZ,VILLA LIBERTAD LICOMA,1,0,1,2,32,FPV
LA PAZ,WALDO BALLIVIAN,1,0,1,2,19,FPV
LA PAZ,YACO,5,6,0,11,150,FPV
LA PAZ,YANACACHI,6,2,2,10,69,FPV
ORURO,ANDAMARCA,0,0,0,0,4,FPV
ORURO,ANTEQUERA,0,1,0,1,7,FPV
ORURO,BELÉN DE ANDAMARCA,0,0,0,0,1,FPV
ORURO,CARACOLLO,4,2.0000000000000004,2.0000000000000004,8,121.00000000000003,FPV
ORURO,CHALLAPATA,10,4.000000000000001,6,20,211.99999999999997,FPV
ORURO,CHOQUECOTA,2,2,6,10,42,FPV
ORURO,COIPASA,0,0,0,0,1,FPV
ORURO,CORQUE,17.000000000000004,6.000000000000001,7,29.999999999999996,389.00000000000006,FPV
ORURO,CURAHUARA DE CARANGAS,1,3,4,8,109,FPV
ORURO,EL CHORO,1,1,1,3,13,FPV
ORURO,ESCARA,0,0,0,0,2,FPV
ORURO,ESMERALDA,0,0,0,0,3,FPV
ORURO,EUCALIPTUS,1,0,0,1,10,FPV
ORURO,HUACHACALLA,0,0,0,0,11,FPV
ORURO,HUANUNI,6.000000000000001,6.000000000000001,3.0000000000000004,15.000000000000004,112.00000000000003,FPV
ORURO,HUAYLLAMARCA,0,0,0,0,2,FPV
ORURO,LA RIVERA,0,0,0,0,1,FPV
ORURO,MACHACAMARCA,0,2,0,2,43,FPV
ORURO,ORURO,22.99999999999999,4.000000000000001,8,34.99999999999999,842.000000000001,FPV
ORURO,PAMPA AULLAGAS,0,1,0,1,4,FPV
ORURO,PARIA (SORACACHI),3.0000000000000004,0,2.0000000000000004,5.000000000000001,35,FPV
ORURO,PAZÑA,0,0,0,0,6,FPV
ORURO,POOPO,0,0,0,0,9,FPV
ORURO,SABAYA,1,0,0,1,10,FPV
ORURO,SALINAS DE GARCI MENDOZA,1,0,1.0000000000000002,2.0000000000000004,15,FPV
ORURO,SANTIAGO DE HUARI,0,0,0,0,13,FPV
ORURO,SANTUARIO DE QUILLACAS,1,0,0,1,23,FPV
ORURO,TOLEDO,0,0,0,0,3,FPV
ORURO,TOTORA,0,0,0,0,2,FPV
ORURO,TURCO,10,5,2,17,110,FPV
PANDO,BELLA FLOR,0,0,0,0,1,FPV
PANDO,COBIJA,0,0,0,0,25,FPV
PANDO,FILADELFIA,0,0,0,0,1,FPV
PANDO,NUEVA ESPERANZA,0,0,0,0,1,FPV
PANDO,PORVENIR,0,0,0,0,2,FPV
PANDO,PUERTO GONZALO MORENO,0,0,0,0,1,FPV
PANDO,PUERTO RICO,0,0,0,0,4,FPV
PANDO,SANTA ROSA,0,0,0,0,1,FPV
POTOSÍ,ACASIO,0,0,0,0,2,FPV
POTOSÍ,ARAMPAMPA,0,0,0,0,1,FPV
POTOSÍ,ATOCHA,1,0,1,2,111,FPV
POTOSÍ,BETANZOS,0,1,0,1,14.999999999999998,FPV
POTOSÍ,CAIZA D,0,4,0,4,12,FPV
POTOSÍ,CARIPUYO,0,1,0,1,7,FPV
POTOSÍ,CHAQUI,0,0,0,0,3,FPV
POTOSÍ,CHAYANTA,5,9,5,19,131,FPV
POTOSÍ,CHUQUIHUTA AYLLU JUCUMANI,0,1,1,2,99,FPV
POTOSÍ,CKOCHAS,8,2,0,10,70,FPV
POTOSÍ,COLCHA K,0,0,0,0,34,FPV
POTOSÍ,COLQUECHACA,31,23.000000000000004,6.000000000000001,59.99999999999999,252.00000000000003,FPV
POTOSÍ,COTAGAITA,19,9,7.999999999999998,35.99999999999999,545,FPV
POTOSÍ,LLALLAGUA,13,17,10.999999999999998,41.00000000000001,625.0000000000001,FPV
POTOSÍ,LLICA,0,0,0,0,6,FPV
POTOSÍ,MOJINETE,1,0,0,1,3,FPV
POTOSÍ,OCURI,2,0,5,7,103,FPV
POTOSÍ,POCOATA,16,7,14,37,286,FPV
POTOSÍ,PORCO,1,1,0,2,221,FPV
POTOSÍ,POTOSÍ,9,0,2.0000000000000004,11,158,FPV
POTOSÍ,PUNA (VILLA TALAVERA),6,0,0,6,65,FPV
POTOSÍ,RAVELO,9.000000000000002,4.000000000000001,6.999999999999999,20,170.99999999999997,FPV
POTOSÍ,SACACA,11.999999999999998,1.0000000000000002,2,15.000000000000004,162.00000000000003,FPV
POTOSÍ,SAN AGUSTIN,0,0,0,0,10,FPV
POTOSÍ,SAN ANTONIO DE ESMORUCO,0,0,0,0,9,FPV
POTOSÍ,SAN PABLO,0,0,0,0,11,FPV
POTOSÍ,SAN PEDRO,1.0000000000000002,0,0,1.0000000000000002,101,FPV
POTOSÍ,SAN PEDRO DE QUEMES,0,0,0,0,7,FPV
POTOSÍ,TINGUIPAYA,0,0,0,0,1,FPV
POTOSÍ,TOMAVE,3,3,5,11,36,FPV
POTOSÍ,TORO TORO,1.0000000000000002,5,2.0000000000000004,8.000000000000002,71,FPV
POTOSÍ,TUPIZA,4,3,1.0000000000000002,8.000000000000002,291,FPV
POTOSÍ,UNCIA,6,2,1.0000000000000002,9.000000000000002,306,FPV
POTOSÍ,UYUNI,2.0000000000000004,1.0000000000000002,0,3,57.99999999999999,FPV
POTOSÍ,VILLAZÓN,3.0000000000000004,0.9999999999999999,1.9999999999999998,6.000000000000001,115,FPV
POTOSÍ,VITICHE,17,7,3,27,209,FPV
POTOSÍ,YOCALLA,0,0,0,0,1,FPV
SANTA CRUZ,ASCENCIÓN DE GUARAYOS,2,0,1,2.9999999999999996,124.00000000000001,FPV
SANTA CRUZ,BOYUIBE,0,0,0,0,15,FPV
SANTA CRUZ,BUENA VISTA,1.9999999999999998,0,0,1.9999999999999998,76,FPV
SANTA CRUZ,CABEZAS,0,0.9999999999999999,2,3,137,FPV
SANTA CRUZ,CAMIRI,6,2,0,8.000000000000002,274.99999999999994,FPV
SANTA CRUZ,CHARAGUA,2.9999999999999996,1,0,4,112,FPV
SANTA CRUZ,COLPA BÉLGICA,1,1,0,2,97,FPV
SANTA CRUZ,COMARAPA,1,0,0,1,24,FPV
SANTA CRUZ,CONCEPCIÓN,0,0,0,0,26,FPV
SANTA CRUZ,COTOCA,2.0000000000000004,0,0,2.0000000000000004,54.99999999999999,FPV
SANTA CRUZ,CUATRO CAÑADAS,0,0,0,0,32,FPV
SANTA CRUZ,CUEVO,0,1,0,1,20,FPV
SANTA CRUZ,EL CARMEN RIVERO TORREZ,0,0,0,0,2,FPV
SANTA CRUZ,EL PUENTE,1,0,1,2,62.999999999999986,FPV
SANTA CRUZ,EL TORNO,2,0,0,2,73,FPV
SANTA CRUZ,FERNÁNDEZ ALONSO,1.0000000000000002,1.0000000000000002,1,3,11,FPV
SANTA CRUZ,GENERAL SAAVEDRA,3,0,0,3,18,FPV
SANTA CRUZ,GUTIÉRREZ,0.9999999999999999,0,0,0.9999999999999999,57.000000000000014,FPV
SANTA CRUZ,LA GUARDIA,1,1,1,3.0000000000000004,159.00000000000003,FPV
SANTA CRUZ,LAGUNILLAS,0,0,0,0,29,FPV
SANTA CRUZ,MAIRANA,0,0,0,0,24,FPV
SANTA CRUZ,MINEROS,3.0000000000000004,1,0,4,45.00000000000001,FPV
SANTA CRUZ,MONTERO,7,1.0000000000000002,3.0000000000000013,11.000000000000004,346.0000000000001,FPV
SANTA CRUZ,MOROMORO,1,0,0,1,68,FPV
SANTA CRUZ,OKINAWA UNO,10,0,1,10.999999999999998,143,FPV
SANTA CRUZ,PAILÓN,0,0,1.0000000000000002,1.0000000000000002,80.00000000000001,FPV
SANTA CRUZ,PAMPA GRANDE,0,0,0,0,17,FPV
SANTA CRUZ,PORONGO,0,0,0,0,15,FPV
SANTA CRUZ,PORTACHUELO,0,1.0000000000000002,0,1.0000000000000002,273.00000000000006,FPV
SANTA CRUZ,POSTRERVALLE,0,0,0,0,44,FPV
SANTA CRUZ,PUCARÁ,1,0,0,1,101,FPV
SANTA CRUZ,PUERTO QUIJARRO,0,0,0,0,26,FPV
SANTA CRUZ,PUERTO SUAREZ,0,0,0,0,6,FPV
SANTA CRUZ,QUIRUSILLAS,0,0,0,0,2,FPV
SANTA CRUZ,ROBORÉ,2.9999999999999996,1,1,5,72,FPV
SANTA CRUZ,SAIPINA,0,0,0,0,17,FPV
SANTA CRUZ,SAMAIPATA,0,0,0,0,12,FPV
SANTA CRUZ,SAN ANTONIO DE LOMERIO,1,0,0,1,5,FPV
SANTA CRUZ,SAN CARLOS,3,0,1,4,97,FPV
SANTA CRUZ,SAN IGNACIO,2.0000000000000004,0,0,2.0000000000000004,40.999999999999986,FPV
SANTA CRUZ,SAN JAVIER,0,0,0,0,10,FPV
SANTA CRUZ,SAN JOSÉ,1.0000000000000002,1.0000000000000002,0,2.0000000000000004,64,FPV
SANTA CRUZ,SAN JUAN,2.0000000000000004,0,0,2.0000000000000004,71,FPV
SANTA CRUZ,SAN JULIAN,2,2,2,6,46,FPV
SANTA CRUZ,SAN MATÍAS,1,0,0,1,9,FPV
SANTA CRUZ,SAN MIGUEL,0,0,0,0,4,FPV
SANTA CRUZ,SAN PEDRO,1,1,0,2,39,FPV
SANTA CRUZ,SAN RAFAEL,0,0,1,1,3,FPV
SANTA CRUZ,SAN RAMÓN,0,0,0,0,15,FPV
SANTA CRUZ,SANTA CRUZ DE LA SIERRA,20.000000000000004,5.999999999999995,6.000000000000001,32.000000000000014,1412.0000000000002,FPV
SANTA CRUZ,SANTA ROSA,2,1,4,7.000000000000001,93,FPV
SANTA CRUZ,TRIGAL,0,0,0,0,56,FPV
SANTA CRUZ,URUBICHÁ,0,0,0,0,38,FPV
SANTA CRUZ,VALLEGRANDE,5.999999999999999,2,0,8.000000000000002,569.0000000000001,FPV
SANTA CRUZ,WARNES,20,4.999999999999999,4,28.999999999999993,570.9999999999999,FPV
SANTA CRUZ,YAPACANÍ,10.000000000000002,3.0000000000000013,0,12.999999999999996,419.00000000000017,FPV
TARIJA,BERMEJO,9,3.0000000000000004,1.0000000000000002,13,190.99999999999997,FPV
TARIJA,CARAPARI,16.999999999999996,10,3.0000000000000004,30,237.00000000000003,FPV
TARIJA,EL PUENTE,0,0,0,0,9,FPV
TARIJA,ENTRE RIOS,0,0,0.9999999999999999,0.9999999999999999,12.999999999999998,FPV
TARIJA,PADCAYA,4,2,2,8,247,FPV
TARIJA,SAN LORENZO,2,0,0,2,17,FPV
TARIJA,TARIJA,17.000000000000007,8.000000000000004,4.000000000000001,29.00000000000001,383.00000000000017,FPV
TARIJA,URIONDO (CONCEPCIÓN),58.99999999999999,23.000000000000004,11,92.99999999999997,990.0000000000001,FPV
TARIJA,VILLA MONTES,7.000000000000002,4,1.0000000000000004,11.999999999999996,275,FPV
TARIJA,YACUIBA,16,5.000000000000002,2,23.000000000000004,952.9999999999999,FPV
TARIJA,YUNCHARA,36,7.999999999999999,3.9999999999999996,48,319.00000000000006,FPV
BENI,BAURES,34,6,4.000000000000001,44.00000000000001,531,21F
BENI,EXALTACIÓN,0,0,0,0,23,21F
BENI,GUAYARAMERÍN,297.00000000000006,23.000000000000007,23,343,2429.0000000000005,21F
BENI,HUACARAJE,10,2,1,13,494,21F
BENI,LORETO,21,3,4,28.000000000000004,171,21F
BENI,MAGDALENA,34,9,1.0000000000000002,44,969.9999999999999,21F
BENI,PUERTO MENOR DE RURRENABAQUE,89.99999999999999,11,6,107,1446,21F
BENI,PUERTO SILES,22,3,1,26,78,21F
BENI,REYES,19,5,2.0000000000000004,25.999999999999996,255,21F
BENI,RIBERALTA,94.99999999999997,7.000000000000003,7.000000000000003,109.00000000000009,1501,21F
BENI,SAN ANDRÉS,19.999999999999996,2,2,24,229,21F
BENI,SAN BORJA,98,28.999999999999996,6,133,1403.0000000000005,21F
BENI,SAN IGNACIO,141.99999999999997,27.999999999999996,20.999999999999996,191,921,21F
BENI,SAN JAVIER,11,2,4,17,171,21F
BENI,SAN JOAQUÍN,30,1,1,32,359,21F
BENI,SAN RAMÓN,22,7,0,29,535,21F
BENI,SANTA ANA,102,8.000000000000004,3.0000000000000004,113.00000000000001,1297.9999999999998,21F
BENI,SANTA ROSA,39,8,9,55.99999999999999,562,21F
BENI,TRINIDAD,613.9999999999999,58.00000000000002,58.00000000000002,729.9999999999999,8274.000000000004,21F
CHUQUISACA,ALCALÁ,0,0,0,0,8,21F
CHUQUISACA,AZURDUY,2,1,1,4,19,21F
CHUQUISACA,CAMARGO,2,0,0,2,132,21F
CHUQUISACA,CULPINA,0,0,0,0,41.00000000000001,21F
CHUQUISACA,EL VILLAR,0,0,0,0,4,21F
